Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Franchise,Console_Company
8267,Tomb Raider: Underworld,PlayStation 2,2009,Action,Eidos Interactive,0.09,0.04,0,0.05,0.18,00s,Other,Sony
6669,Tomb Raider: Underworld (Others sales),PlayStation 2,2009,Adventure,Eidos Interactive,0,0.21,0,0.04,0.26,00s,Other,Sony
1155,Tony Hawk's American Wasteland (Old all region sales),PlayStation 2,2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62,00s,Other,Sony
1347,Tony Hawk's American Wasteland (Weekly american sales),PlayStation 2,2005,Sports,Activision,1.38,0.05,0,0.02,1.45,00s,Other,Sony
257,Tony Hawk's Pro Skater 3,PlayStation 2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,00s,Other,Sony
348,Tony Hawk's Pro Skater 4,PlayStation 2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,00s,Other,Sony
2430,Tony Hawk's Project 8,PlayStation 2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87,00s,Other,Sony
3098,Tony Hawk's Proving Ground,PlayStation 2,2007,Sports,Activision,0.55,0.02,0,0.09,0.66,00s,Other,Sony
321,Tony Hawk's Underground,PlayStation 2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,00s,Other,Sony
686,Tony Hawk's Underground 2,PlayStation 2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,00s,Other,Sony
2284,Top Gun: Combat Zones,PlayStation 2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,00s,Other,Sony
9720,Torino 2006,PlayStation 2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,0.13,00s,Other,Sony
3040,Tourist Trophy: The Real Riding Simulator,PlayStation 2,2006,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68,00s,Other,Sony
1554,Transformers,PlayStation 2,2004,Shooter,Atari,0.63,0.49,0,0.16,1.29,00s,Other,Sony
4125,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PlayStation 2,2009,Shooter,Activision,0.25,0.01,0,0.22,0.49,00s,Other,Sony
1864,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PlayStation 2,2007,Action,Activision,0.63,0.37,0,0.11,1.11,00s,Other,Sony
7987,Transworld Surf,PlayStation 2,2002,Sports,Atari,0.09,0.07,0,0.02,0.19,00s,Other,Sony
8772,Trigger Man,PlayStation 2,2004,Shooter,Play It,0.08,0.06,0,0.02,0.16,00s,Other,Sony
2439,Triple Play 2002,PlayStation 2,2002,Sports,Electronic Arts,0.43,0.33,0,0.11,0.87,00s,Other,Sony
6365,Trivial Pursuit,PlayStation 2,2009,Misc,Electronic Arts,0.09,0.01,0,0.17,0.27,00s,Other,Sony
7897,Trivial Pursuit unhinged,PlayStation 2,2004,Misc,Atari,0.09,0.07,0,0.02,0.19,00s,Other,Sony
2759,True Crime: New York City,PlayStation 2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,00s,Other,Sony
426,True Crime: Streets of LA,PlayStation 2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,00s,Other,Sony
1529,Turok: Evolution,PlayStation 2,2002,Shooter,Acclaim Entertainment,0.64,0.5,0,0.17,1.31,00s,Other,Sony
1397,Twisted Metal: Black,PlayStation 2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0,0.05,1.41,00s,Other,Sony
1746,Ty the Tasmanian Tiger,PlayStation 2,2002,Platform,Electronic Arts,0.57,0.45,0,0.15,1.17,00s,Other,Sony
3835,Ty the Tasmanian Tiger 2: Bush Rescue,PlayStation 2,2004,Platform,Electronic Arts,0.26,0.2,0,0.07,0.53,00s,Other,Sony
8067,Ty the Tasmanian Tiger 3: Night of the Quinkan,PlayStation 2,2005,Action,Activision,0.09,0.07,0,0.02,0.19,00s,Other,Sony
9390,UEFA Euro 2004: Portugal,PlayStation 2,2004,Sports,Electronic Arts,0.07,0.05,0,0.02,0.14,00s,Other,Sony
5743,UEFA Euro 2008 Austria-Switzerland,PlayStation 2,2008,Sports,Electronic Arts,0.03,0,0,0.28,0.32,00s,Other,Sony
8285,UFC: Sudden Impact,PlayStation 2,2004,Fighting,Global Star,0.09,0.07,0,0.02,0.18,00s,Other,Sony
5713,Ultimate Fighting Championship: Throwdown,PlayStation 2,2002,Fighting,Ubisoft,0.16,0.12,0,0.04,0.32,00s,Other,Sony
2871,Ultimate Spider-Man,PlayStation 2,2005,Action,Activision,0.6,0.02,0,0.1,0.72,00s,Other,Sony
2719,Unlimited Saga,PlayStation 2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,00s,Other,Sony
3518,Unreal Tournament,PlayStation 2,2000,Shooter,Infogrames,0.28,0.22,0,0.07,0.58,00s,Other,Sony
4189,Up,PlayStation 2,2009,Action,THQ,0.19,0.05,0,0.24,0.48,00s,Other,Sony
4224,Valkyrie Profile 2: Silmeria,PlayStation 2,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,00s,Other,Sony
9406,Vampire Night,PlayStation 2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,00s,Other,Sony
4463,Van Helsing,PlayStation 2,2004,Action,Activision,0.22,0.17,0,0.06,0.44,00s,Other,Sony
8575,Vehicular Combat League presents Motor Mayhem,PlayStation 2,2001,Racing,Atari,0.08,0.06,0,0.02,0.16,00s,Other,Sony
6897,Vexx,PlayStation 2,2003,Platform,Acclaim Entertainment,0.12,0.09,0,0.03,0.24,00s,Other,Sony
4222,Victorious Boxers: Ippo's Road to Glory,PlayStation 2,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,00s,Other,Sony
8151,Vietcong: Purple Haze,PlayStation 2,2004,Shooter,Gathering of Developers,0.09,0.07,0,0.02,0.18,00s,Other,Sony
6210,Viewtiful Joe,PlayStation 2,2004,Action,Capcom,0.14,0.11,0,0.04,0.28,00s,Other,Sony
7469,Viewtiful Joe 2,PlayStation 2,2004,Action,Capcom,0.1,0.08,0,0.03,0.21,00s,Other,Sony
991,Virtua Fighter 4,PlayStation 2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,00s,Other,Sony
2909,Virtua Fighter 4: Evolution,PlayStation 2,2003,Fighting,Sega,0.35,0.27,0,0.09,0.71,00s,Other,Sony
8655,Wakeboarding Unleashed Featuring Shaun Murray,PlayStation 2,2003,Sports,Activision,0.08,0.06,0,0.02,0.16,00s,Other,Sony
7049,Wallace & Gromit in Project Zoo,PlayStation 2,2003,Platform,BAM! Entertainment,0.11,0.09,0,0.03,0.23,00s,Other,Sony
9996,Wallace & Gromit: Curse of the Were-Rabbit,PlayStation 2,2005,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.12,00s,Other,Sony
2764,Wall-E,PlayStation 2,2008,Platform,THQ,0.21,0,0,0.54,0.75,00s,Other,Sony
6715,Walt Disney's The Jungle Book: Rhythm N'Groove,PlayStation 2,2003,Misc,Disney Interactive Studios,0.12,0.1,0,0.03,0.25,00s,Other,Sony
3799,War of the Monsters,PlayStation 2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0,0.07,0.54,00s,Other,Sony
8829,"Warhammer 40,000: Fire Warrior",PlayStation 2,2003,Shooter,THQ,0.08,0.06,0,0.02,0.15,00s,Other,Sony
8330,Warriors of Might and Magic,PlayStation 2,2001,Adventure,3DO,0.09,0.07,0,0.02,0.17,00s,Other,Sony
2442,Warriors Orochi,PlayStation 2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,00s,Other,Sony
9706,Warriors Orochi 2,PlayStation 2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13,00s,Other,Sony
4865,Warriors Orochi 2 (JP sales),PlayStation 2,2008,Action,Tecmo Koei,0,0,0.4,0,0.4,00s,Other,Sony
6403,Wave Rally,PlayStation 2,2001,Racing,Eidos Interactive,0.13,0.1,0,0.03,0.27,00s,Other,Sony
3937,Way of the Samurai,PlayStation 2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,00s,Other,Sony
5563,Way of the Samurai 2,PlayStation 2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33,00s,Other,Sony
3889,We Love Katamari,PlayStation 2,2005,Puzzle,Electronic Arts,0.26,0.2,0,0.07,0.52,00s,Other,Sony
9640,Whiplash,PlayStation 2,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13,00s,Other,Sony
7254,Whirl Tour,PlayStation 2,2002,Sports,Crave Entertainment,0.11,0.09,0,0.03,0.22,00s,Other,Sony
3279,Wild ARMs 3,PlayStation 2,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,00s,Other,Sony
9141,Wild ARMs 4,PlayStation 2,2005,Role-Playing,505 Games,0.07,0.06,0,0.02,0.14,00s,Other,Sony
6267,Wild ARMs 5,PlayStation 2,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,0.28,00s,Other,Sony
9839,Wild ARMs 5 (jp sales),PlayStation 2,2006,Role-Playing,505 Games,0,0,0.12,0,0.12,00s,Other,Sony
7432,Wild Wild Racing,PlayStation 2,2000,Racing,Interplay,0.1,0.08,0,0.03,0.21,00s,Other,Sony
6041,WinBack: Covert Operations,PlayStation 2,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.29,00s,Other,Sony
261,Winning Eleven: Pro Evolution Soccer 2007,PlayStation 2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,00s,James Bond,Sony
9549,Winning Post 5,PlayStation 2,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13,00s,Other,Sony
6755,WipEout Fusion,PlayStation 2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25,00s,Other,Sony
4115,WipEout Pulse,PlayStation 2,2009,Racing,Sony Computer Entertainment,0,0.15,0,0.33,0.49,00s,Other,Sony
2202,World Championship Poker,PlayStation 2,2004,Misc,Play It,0.8,0.03,0,0.13,0.95,00s,Other,Sony
5503,World Championship Poker 2: Featuring Howard Lederer,PlayStation 2,2005,Misc,Oxygen Interactive,0.16,0.13,0,0.04,0.34,00s,Other,Sony
1092,World Championship Poker: Featuring Howard Lederer - All In,PlayStation 2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22,1.68,00s,Other,Sony
8394,World Destruction League: Thunder Tanks,PlayStation 2,2000,Action,3DO,0.08,0.07,0,0.02,0.17,00s,Other,Sony
4191,World of Outlaws: Sprint Cars 2002,PlayStation 2,2002,Racing,Ignition Entertainment,0.23,0.18,0,0.06,0.48,00s,Cars,Sony
7452,World Poker Tour,PlayStation 2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21,00s,Other,Sony
6799,World Series Baseball 2K3,PlayStation 2,2003,Sports,Sega,0.12,0.1,0,0.03,0.25,00s,Other,Sony
4263,World Series of Poker,PlayStation 2,2005,Misc,Activision,0.39,0.01,0,0.06,0.47,00s,Other,Sony
7147,World Series of Poker 2008: Battle for the Bracelets,PlayStation 2,2007,Misc,Activision,0.11,0.09,0,0.03,0.23,00s,Other,Sony
4394,World Soccer Winning Eleven 5 Final Evolution,PlayStation 2,2001,Sports,Konami Digital Entertainment,0,0,0.45,0,0.45,00s,Other,Sony
490,World Soccer Winning Eleven 6 International,PlayStation 2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,00s,Other,Sony
6894,World Soccer Winning Eleven 7,PlayStation 2,2003,Sports,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24,00s,Other,Sony
509,World Soccer Winning Eleven 7 International,PlayStation 2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,00s,Other,Sony
3782,World Soccer Winning Eleven 7 International (JP version),PlayStation 2,2004,Sports,Konami Digital Entertainment,0,0,0.54,0,0.54,00s,Other,Sony
328,World Soccer Winning Eleven 8 International,PlayStation 2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,00s,Other,Sony
4251,World Soccer Winning Eleven 8: Liveware Evolution,PlayStation 2,2005,Sports,Konami Digital Entertainment,0,0,0.47,0,0.47,00s,Other,Sony
302,World Soccer Winning Eleven 9,PlayStation 2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,00s,Other,Sony
9391,World Soccer Winning Eleven 9 Bonus Pack,PlayStation 2,2006,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,00s,Other,Sony
9397,World Tour Soccer 2002,PlayStation 2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,00s,Other,Sony
9253,World Tour Soccer 2003,PlayStation 2,2002,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,00s,Other,Sony
8584,World Tour Soccer 2005,PlayStation 2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.16,00s,Other,Sony
8486,World Tour Soccer 2006,PlayStation 2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.17,00s,Other,Sony
9806,Worms 3D,PlayStation 2,2003,Strategy,Sega,0.06,0.05,0,0.02,0.12,00s,Other,Sony
6830,WRC: World Rally Championship,PlayStation 2,2001,Racing,Sony Computer Entertainment,0.12,0.09,0,0.03,0.25,00s,Other,Sony
7368,Wreckless: ThE YaKuza MisSiOns,PlayStation 2,2002,Racing,Activision,0.11,0.08,0,0.03,0.22,00s,Other,Sony
5353,WWE Crush Hour,PlayStation 2,2003,Racing,THQ,0.17,0.13,0,0.04,0.35,00s,Other,Sony
695,WWE SmackDown vs Raw 2008,PlayStation 2,2007,Fighting,THQ,0.92,0,0.01,1.41,2.34,00s,Other,Sony
610,WWE SmackDown vs. RAW 2007,PlayStation 2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,00s,James Bond,Sony
1634,WWE SmackDown vs. Raw 2009,PlayStation 2,2008,Fighting,THQ,0.69,0,0,0.55,1.24,00s,Other,Sony
1952,WWE SmackDown vs. Raw 2010,PlayStation 2,2009,Fighting,THQ,0.53,0.01,0,0.54,1.07,00s,Other,Sony
5134,WWE SmackDown vs. Raw 2011,PlayStation 2,2010,Fighting,THQ,0.24,0.07,0,0.07,0.38,10s,Other,Sony
538,WWE SmackDown! Here Comes the Pain,PlayStation 2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,00s,Other,Sony
478,WWE SmackDown! Shut Your Mouth,PlayStation 2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02,00s,Other,Sony
527,WWE SmackDown! vs. Raw,PlayStation 2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,00s,Other,Sony
499,WWE SmackDown! vs. RAW 2006,PlayStation 2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,00s,Other,Sony
541,WWF SmackDown! Just Bring It,PlayStation 2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,00s,Other,Sony
3197,X2: Wolverine's Revenge,PlayStation 2,2003,Platform,Activision,0.31,0.24,0,0.08,0.64,00s,Other,Sony
1044,Xenosaga Episode I: Der Wille zur Macht,PlayStation 2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,00s,Other,Sony
3522,Xenosaga Episode II: Jenseits von Gut und Böse,PlayStation 2,2004,Role-Playing,Sony Computer Entertainment,0.28,0.22,0,0.07,0.58,00s,Other,Sony
5221,Xenosaga Episode III: Also sprach Zarathustra,PlayStation 2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,00s,Other,Sony
6452,XGIII: Extreme G Racing,PlayStation 2,2001,Racing,Acclaim Entertainment,0.13,0.1,0,0.03,0.27,00s,Other,Sony
3305,XGRA: Extreme G-Racing Association,PlayStation 2,2004,Racing,Eidos Interactive,0.3,0.24,0,0.08,0.62,00s,Other,Sony
3602,XIII,PlayStation 2,2003,Shooter,Ubisoft,0.28,0.22,0,0.07,0.57,00s,Other,Sony
916,X-Men Legends,PlayStation 2,2004,Role-Playing,Activision,1,0.72,0,0.21,1.93,00s,Other,Sony
3223,X-Men Legends II: Rise of Apocalypse,PlayStation 2,2005,Role-Playing,Activision,0.53,0.02,0,0.09,0.63,00s,Other,Sony
8159,X-Men Origins: Wolverine,PlayStation 2,2009,Action,Activision,0.13,0,0,0.05,0.18,00s,Other,Sony
4201,X-Men: Next Dimension,PlayStation 2,2002,Fighting,Activision,0.23,0.18,0,0.06,0.47,00s,Other,Sony
4766,X-Men: The Official Game,PlayStation 2,2006,Action,Activision,0.2,0.16,0,0.05,0.41,00s,Other,Sony
2597,Yakuza,PlayStation 2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8,00s,Other,Sony
1908,Yakuza 2,PlayStation 2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,00s,Other,Sony
9483,Ys: The Ark of Napishtim,PlayStation 2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13,00s,Other,Sony
4448,Yu-Gi-Oh! Capsule Monster Coliseum,PlayStation 2,2004,Misc,Konami Digital Entertainment,0.22,0.17,0,0.06,0.44,00s,Other,Sony
681,Yu-Gi-Oh! The Duelists of the Roses,PlayStation 2,2001,Misc,Konami Digital Entertainment,1.16,0.91,0,0.3,2.38,00s,Other,Sony
8595,Zapper: One Wicked Cricket!,PlayStation 2,2002,Platform,Infogrames,0.08,0.06,0,0.02,0.16,00s,Other,Sony
9909,Zathura,PlayStation 2,2005,Adventure,Take-Two Interactive,0.06,0.05,0,0.02,0.12,00s,Other,Sony
2779,Zone of the Enders,PlayStation 2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,00s,Other,Sony
4736,Zone of the Enders: The 2nd Runner,PlayStation 2,2003,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,00s,Other,Sony
2766,[Prototype 2],PlayStation 3,2012,Action,Activision,0.37,0.28,0,0.11,0.75,10s,Other,Sony
1637,[Prototype],PlayStation 3,2009,Action,Activision,0.65,0.4,0,0.19,1.24,00s,Other,Sony
1817,007: Quantum of Solace,PlayStation 3,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,00s,James Bond,Sony
1655,2010 FIFA World Cup South Africa,PlayStation 3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,10s,FIFA,Sony
3301,2014 FIFA World Cup Brazil,PlayStation 3,2014,Sports,Electronic Arts,0.15,0.36,0.01,0.1,0.62,10s,FIFA,Sony
3606,3D Dot Game Heroes,PlayStation 3,2009,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,00s,Other,Sony
7214,3rd Super Robot Wars Z Jigoku Hen,PlayStation 3,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,10s,Other,Sony
8749,3rd Super Robot Wars Z: Tengoku-Hen,PlayStation 3,2015,Action,Namco Bandai Games,0,0,0.16,0,0.16,10s,Other,Sony
7990,50 Cent: Blood on the Sand,PlayStation 3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,00s,Other,Sony
6524,A.C.E.: Another Century's Episode R,PlayStation 3,2010,Simulation,Namco Bandai Games,0,0,0.26,0,0.26,10s,Other,Sony
6938,AC/DC LIVE: Rock Band Track Pack,PlayStation 3,2008,Misc,MTV Games,0.21,0.01,0,0.02,0.24,00s,Rock Band,Sony
2816,Ace Combat: Assault Horizon,PlayStation 3,2011,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,10s,Other,Sony
7395,Afrika,PlayStation 3,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.22,00s,Other,Sony
7774,Afro Samurai,PlayStation 3,2009,Action,Atari,0.12,0.05,0,0.03,0.2,00s,Other,Sony
8052,Air Conflicts: Secret Wars,PlayStation 3,2011,Simulation,bitComposer Games,0.1,0.06,0,0.03,0.19,10s,Other,Sony
9840,Akiba's Trip: Undead & Undressed,PlayStation 3,2013,Action,Nippon Ichi Software,0.06,0.01,0.04,0.01,0.12,10s,Other,Sony
3508,Alice: Madness Returns,PlayStation 3,2011,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,10s,Other,Sony
5599,Alien: Isolation,PlayStation 3,2014,Shooter,Sega,0.12,0.16,0,0.05,0.33,10s,Other,Sony
2019,Aliens vs Predator,PlayStation 3,2010,Shooter,Sega,0.41,0.46,0,0.18,1.04,10s,Other,Sony
3381,Aliens: Colonial Marines,PlayStation 3,2013,Shooter,Sega,0.2,0.29,0,0.11,0.6,10s,Other,Sony
8833,All-Pro Football 2K8,PlayStation 3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,00s,Other,Sony
9537,Alone in the Dark: Inferno,PlayStation 3,2008,Adventure,Atari,0.09,0.03,0,0.02,0.13,00s,Other,Sony
4607,Alpha Protocol,PlayStation 3,2010,Role-Playing,Sega,0.19,0.17,0,0.07,0.43,10s,Other,Sony
7617,Anarchy Reigns,PlayStation 3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.2,10s,Other,Sony
6131,Angry Birds Star Wars,PlayStation 3,2013,Strategy,Activision,0.1,0.14,0,0.05,0.29,10s,Star Wars,Sony
8626,Angry Birds Trilogy,PlayStation 3,2012,Action,Activision,0.12,0.02,0,0.03,0.16,10s,Other,Sony
7736,Apache: Air Assault,PlayStation 3,2010,Simulation,Activision,0.11,0.06,0,0.03,0.2,10s,Other,Sony
8434,Ar Nosurge: Ode to an Unborn Star,PlayStation 3,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.17,10s,Other,Sony
7039,Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,10s,Other,Sony
7780,Arcana Heart 3,PlayStation 3,2011,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,10s,Other,Sony
7811,Armored Core 4,PlayStation 3,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2,00s,Other,Sony
4956,Armored Core V,PlayStation 3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,10s,Other,Sony
8001,Armored Core: For Answer,PlayStation 3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,00s,Other,Sony
1761,Army of Two,PlayStation 3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,00s,Other,Sony
2487,Army of Two: The 40th Day,PlayStation 3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,10s,Other,Sony
6334,Army of Two: The Devil's Cartel,PlayStation 3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,10s,Other,Sony
8453,Ashes Cricket 2009,PlayStation 3,2009,Sports,Codemasters,0,0.15,0,0.01,0.17,00s,Other,Sony
225,Assassin's Creed,PlayStation 3,2007,Adventure,Ubisoft,1.91,2,0.09,0.82,4.82,00s,Assassin's Creed,Sony
164,Assassin's Creed II,PlayStation 3,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,00s,Assassin's Creed,Sony
133,Assassin's Creed III,PlayStation 3,2012,Action,Ubisoft,2.65,2.52,0.16,1.12,6.46,10s,Assassin's Creed,Sony
340,Assassin's Creed IV: Black Flag,PlayStation 3,2013,Action,Ubisoft,1.34,1.69,0.13,0.57,3.73,10s,Assassin's Creed,Sony
532,Assassin's Creed: Brotherhood,PlayStation 3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,10s,Assassin's Creed,Sony
278,Assassin's Creed: Revelations,PlayStation 3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,10s,Assassin's Creed,Sony
1540,Assassin's Creed: Rogue,PlayStation 3,2014,Action,Ubisoft,0.46,0.57,0.07,0.2,1.3,10s,Assassin's Creed,Sony
4761,Asura's Wrath,PlayStation 3,2012,Action,Capcom,0.19,0.12,0.06,0.05,0.41,10s,Other,Sony
6627,Atelier Ayesha: The Alchemist of Dusk,PlayStation 3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,10s,Other,Sony
7457,Atelier Escha & Logy: Alchemists of the Dusk Sky,PlayStation 3,2013,Role-Playing,Tecmo Koei,0.06,0.03,0.1,0.02,0.21,10s,Other,Sony
6901,Atelier Meruru: Alchemist of Arland 3,PlayStation 3,2011,Role-Playing,Nippon Ichi Software,0.05,0,0.18,0.01,0.24,10s,Other,Sony
4168,Atelier Rorona: Alchemist of Arland,PlayStation 3,2009,Role-Playing,Nippon Ichi Software,0.22,0.1,0.11,0.05,0.48,00s,Other,Sony
7763,Atelier Shallie: Alchemists of the Dusk Sea,PlayStation 3,2014,Role-Playing,Tecmo Koei,0.07,0.03,0.08,0.02,0.2,10s,Other,Sony
4621,Atelier Totori: The Adventurer of Arland,PlayStation 3,2010,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.43,10s,Other,Sony
2344,Avatar: The Game,PlayStation 3,2009,Action,Ubisoft,0.32,0.42,0,0.16,0.9,00s,Other,Sony
7525,Baja: Edge of Control,PlayStation 3,2008,Racing,THQ,0.1,0.08,0,0.03,0.21,00s,Other,Sony
8533,Bakugan Battle Brawlers: Defenders of the Core,PlayStation 3,2010,Action,Activision,0.14,0.01,0,0.02,0.17,10s,Other,Sony
7038,Bakugan: Battle Brawlers,PlayStation 3,2009,Action,Activision,0.19,0.03,0,0.02,0.24,00s,Other,Sony
2799,Band Hero,PlayStation 3,2009,Misc,Activision,0.41,0.23,0,0.11,0.74,00s,Other,Sony
9958,Batman: A Telltale Game Series,PlayStation 3,2016,Adventure,Telltale Games,0.02,0.09,0,0.02,0.12,10s,Batman,Sony
274,Batman: Arkham Asylum,PlayStation 3,2009,Action,Eidos Interactive,2.25,1.31,0.07,0.61,4.25,00s,Batman,Sony
170,Batman: Arkham City,PlayStation 3,2011,Action,Warner Bros. Interactive Entertainment,2.72,1.85,0.11,0.81,5.49,10s,Batman,Sony
709,Batman: Arkham Origins,PlayStation 3,2013,Action,Warner Bros. Interactive Entertainment,1.08,0.8,0.04,0.38,2.3,10s,Batman,Sony
109,Battlefield 3,PlayStation 3,2011,Shooter,Electronic Arts,2.86,2.89,0.35,1.09,7.18,10s,Battlefield,Sony
384,Battlefield 4,PlayStation 3,2013,Shooter,Electronic Arts,1.31,1.42,0.27,0.5,3.5,10s,Battlefield,Sony
1490,Battlefield: Bad Company,PlayStation 3,2008,Shooter,Electronic Arts,0.76,0.35,0.05,0.18,1.34,00s,Battlefield,Sony
496,Battlefield: Bad Company 2,PlayStation 3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,10s,Battlefield,Sony
4578,Battlefield: Hardline,PlayStation 3,2015,Shooter,Electronic Arts,0.14,0.16,0.08,0.06,0.43,10s,Battlefield,Sony
1692,Bayonetta,PlayStation 3,2009,Action,Sega,0.44,0.39,0.21,0.16,1.21,00s,Other,Sony
2450,Beijing 2008,PlayStation 3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.86,00s,Other,Sony
6875,Ben 10 Ultimate Alien: Cosmic Destruction,PlayStation 3,2010,Platform,D3Publisher,0.12,0.08,0,0.04,0.24,10s,Other,Sony
8656,Beowulf: The Game,PlayStation 3,2007,Action,Ubisoft,0.14,0.01,0,0.01,0.16,00s,Other,Sony
1147,Beyond: Two Souls,PlayStation 3,2013,Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,10s,Other,Sony
5605,Binary Domain,PlayStation 3,2012,Action,Sega,0.09,0.07,0.14,0.03,0.33,10s,Other,Sony
8282,Biohazard: Revival Selection,PlayStation 3,2011,Action,Capcom,0,0,0.18,0,0.18,10s,Other,Sony
